market_id,question,description,outcomes,end_date,volume,ground_truth,ground_truth_label,final_prices,slug
564326,Will Monsters: The Lyle and Erik Menendez Story win the Emmy for Outstanding Limited or Anthology Series?,"The 77th Primetime Emmy Awards, given by the Academy of Television Arts & Sciences, honor the best in American prime time television programming aired between June 1, 2024, until May 31, 2025. The awards ceremony is scheduled for September 14, 2025, at the Peacock Theater in Downtown Los Angeles, California

This market will resolve according to the title which wins the Emmy for Outstanding Limited or Anthology Series. 

If for any reason no winner is declared by October 31, 2025, 11:59 PM ET, or in case of overall cancellation or a tie for winner, this market will resolve in favor of the nominated film which comes first in alphabetical order.

The primary resolution source for this market will be official information from the Academy of Television Arts & Sciences and the Emmys, including data from their websites (e.g. https://theemmys.tv/, https://www.televisionacademy.com/) and the live broadcast of the award ceremony, however a consensus of credible reporting may also be used.","[""Yes"", ""No""]",2025-09-14T00:00:00Z,99737.65,0,No,"[0.0, 1.0]",will-monsters-the-lyle-and-erik-menendez-story-win-the-emmy-for-outstanding-limited-or-anthology-series
504989,Will Jahmyr Gibbs be the top Fantasy Running Back?,"This market will resolve to “Yes” if Jahmyr Gibbs is the top scoring running back during the 2024 NFL season. Otherwise, this market will resolve to “No”.

This market will be based on ESPN’s FFL Points Per Reception (PPR) scoring, and refers to the totals for the entirety of the 2024-2025 NFL regular season.

In case of a tie for the most points scored, this market will resolve in favor of the player whose last name comes first alphabetically.

The resolution source for this market will be ESPN Fantasy https://fantasy.espn.com/football/leaders.","[""Yes"", ""No""]",2025-01-07T12:00:00Z,99734.11,1,Yes,"[1.0, 0.0]",will-jahmyr-gibbs-be-the-top-fantasy-running-back
657972,Will Zohran Mamdani win by less than 5%?,"This market will resolve according to the margin of victory (MoV) for Democrat Zohran Mamdani in the 2025 New York City mayoral general election, scheduled for November 4, 2025.

For the purpose of resolving this market, the “margin of victory” is defined as the absolute percentage-point difference between Mamdani’s certified vote share and the vote share of the runner-up (the candidate with the second-highest number of votes) in the certified results.

If the reported value falls exactly between two brackets, this market will resolve to the higher range bracket.

If Zohran Mamdani does not receive the most votes in the certified results, this market will resolve to the lowest range bracket.

This market will resolve based on the official certified results as published by the New York City Board of Elections.

If a recount is initiated prior to certification, the market will remain open until the recount is completed and the results are certified. A recount initiated after certification will not affect market resolution.","[""Yes"", ""No""]",2025-11-04T00:00:00Z,99727.65,0,No,"[0.0, 1.0]",will-zohran-mamdani-win-by-less-than-5
1137190,"Will the price of Bitcoin be above $84,000 on January 15?","This market will resolve to ""Yes"" if the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title has a final ""Close"" price higher than the price specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.

Price precision is determined by the number of decimal places in the source.","[""Yes"", ""No""]",2026-01-15T17:00:00Z,99716.71,1,Yes,"[1.0, 0.0]",bitcoin-above-84k-on-january-15
646625,Will Bianca Censori be the #2 searched person on Google this year?,"This market will resolve according to the individual ranked #2 in Google’s official Year in Search list for 2025, published on Google’s Year in Search hub.

The authoritative location is trends.withgoogle.com/year-in-search/
 (navigate: Global → Trending → People), where the 2025 page will appear once released (as the 2024 page currently shows the Global “People” ranking).

This market may resolve as soon as the official 2025 data is released for the specified timeframe. If none of the listed options is ranked #2 in the respective list or if Google does not release the 2025 Year in Search by March 31, 2026, 11:59 PM ET, this market will resolve to “Other.”","[""Yes"", ""No""]",2025-12-31T00:00:00Z,99713.52,0,No,"[0.0, 1.0]",will-bianca-censori-be-the-2-searched-person-on-google-this-year
578917,Ethereum above $4000 on August 27?,"This market will resolve to ""Yes"" if the Binance 1 minute candle for ETH/USDT 12:00 in the ET timezone (noon) on the date specified in the title has a final “Close” price higher than the price specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the ETH/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/ETH_USDT with “1m” and “Candles” selected on the top bar.

Please note that this market is about the price according to Binance ETH/USDT, not according to other sources or spot markets.

Price precision is determined by the number of decimal places in the source.","[""Yes"", ""No""]",2025-08-27T16:00:00Z,99711.37,1,Yes,"[1.0, 0.0]",ethereum-above-4000-on-august-27
692786,Will Real Madrid win on 2025-12-03?,"In the upcoming game, scheduled for December 3, 2025
If Real Madrid wins, this market will resolve to ""Yes"".
Otherwise, this market will resolve to ""No"".
If the game is postponed, this market will remain open until the game has been completed.
If the game is canceled entirely, with no make-up game, this market will resolve ""No"".
This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.","[""Yes"", ""No""]",2025-12-03T18:00:00Z,997105.26,1,Yes,"[1.0, 0.0]",lal-bil-rea-2025-12-03-rea
1211390,Will Blackburn Rovers FC win on 2026-02-14?,"In the upcoming game, scheduled for February 14, 2026
If Blackburn Rovers FC wins, this market will resolve to ""Yes"".
Otherwise, this market will resolve to ""No"".
If the game is postponed, this market will remain open until the game has been completed.
If the game is canceled entirely, with no make-up game, this market will resolve ""No"".
This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.","[""Yes"", ""No""]",2026-02-14T15:00:00Z,99708.78,1,Yes,"[1.0, 0.0]",elc-qpr-bbr-2026-02-14-bbr
1009196,Will Elon Musk post 880-919 tweets in January 2026?,"This market will resolve according to the number of times Elon Musk (@elonmusk), posts on X during the month of January 2026.

For the purposes of this market, only main feed posts, quote posts and reposts will count.

Replies will NOT count towards the total - however, replies on the main feed such as https://x.com/elonmusk/status/1786073478711353576 will be counted by the tracker.

Deleted posts will count as long as they remain available long enough to be captured by the tracker (~5 minutes).

Community reposts which are not counted by the tracker not count toward the total.

The resolution source for this market is the 'Post Counter' figure for posts found at https://xtracker.polymarket.com. Individual posts can be viewed by clicking ""Export Data"". If the tracker does not update correctly in accordance with the rules, X itself may be used as a secondary resolution source.","[""Yes"", ""No""]",2026-02-01T05:00:00Z,99707.16,0,No,"[0.0, 1.0]",elon-musk-of-tweets-january-2026-880-919
571934,Will MrBeast raise $40M for clean water by August 8?,"MrBeast is currently raising $40M to give 2 million people clean water for decades. 

This market will resolve to ""Yes"" if the fundraising goal of $40 million is met by Friday, August 8, 2025, 11:59 PM ET. Otherwise, the market will resolve to ""No"".

The primary resolution source will be the total “Years of Water Supplied” figure displayed on teamwater.org. 

According to the #teamwater site, $1 equals one year of water supplied. Thus, once that figure reaches 40,000,000, this market will resolve to ""Yes"".","[""Yes"", ""No""]",2025-08-08T23:55:00Z,99706.34,0,No,"[0.0, 1.0]",will-mrbeast-raise-40m-for-clean-water-by-august-8
640647,"Will the price of Ethereum be above $4,100 on October 27?","This market will resolve to ""Yes"" if the Binance 1 minute candle for ETH/USDT 12:00 in the ET timezone (noon) on the date specified in the title has a final ""Close"" price higher than the price specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the ETH/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/ETH_USDT with ""1m"" and ""Candles"" selected on the top bar.

Please note that this market is about the price according to Binance ETH/USDT, not according to other sources or spot markets.

Price precision is determined by the number of decimal places in the source.","[""Yes"", ""No""]",2025-10-27T16:00:00Z,99698.8,1,Yes,"[1.0, 0.0]",ethereum-above-4100-on-october-27
523030,Will Elon tweet less than 800 times Feb 7-14?,"This market will resolve according to the number of times Elon Musk (@elonmusk), posts on X between February 7, 2025, 12:00 PM ET and February 14, 2025, 12:00 PM ET.

For the purposes of this market, only main feed posts, quote posts and reposts posts will count.

Replies will NOT count towards the total - however, replies on the main feed such as https://x.com/elonmusk/status/1786073478711353576 will be counted by the tracker.

Deleted posts will count as long as they remain available long enough to be captured by the tracker (~5 minutes).

The resolution source for this market is the ‘Post Counter’ figure for posts found at https://www.xtracker.io/. Individual posts can be viewed by clicking ""Export Data"". If the tracker does not update correctly in accordance with the rules, X itself may be used as a secondary resolution source.","[""Yes"", ""No""]",2025-02-14T12:00:00Z,99697.73,0,No,"[0.0, 1.0]",will-elon-tweet-less-than-800-times-feb-7-14
680673,"Will the price of Ethereum be above $3,300 on November 20?","This market will resolve to ""Yes"" if the Binance 1 minute candle for ETH/USDT 12:00 in the ET timezone (noon) on the date specified in the title has a final ""Close"" price higher than the price specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the ETH/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/ETH_USDT with ""1m"" and ""Candles"" selected on the top bar.

Please note that this market is about the price according to Binance ETH/USDT, not according to other sources or spot markets.

Price precision is determined by the number of decimal places in the source.","[""Yes"", ""No""]",2025-11-20T17:00:00Z,99697.71,0,No,"[0.0, 1.0]",ethereum-above-3300-on-november-20
600706,Will the federal government be shut down for 30 or more days in 2025?,"This market will resolve according to how many days the U.S. Office of Personnel Management announces that the U.S. federal government is at least partially shut down due to a lapse in appropriations by December 31, 2025, 11:59 PM.

Days are counted based on notices checked at 10:00 AM ET each day. If the Office of Personnel Management announces a partial shutdown, this will count; however, announcements of office closures due to holidays or inclement weather will not qualify. 

If there are multiple government shutdowns during the relevant period, this market only applies to the first shutdown, as the market will resolve after the end of the first shutdown. Notices of emergency furloughs or impacted government operations count toward the shutdown days.  

If no shutdown occurs during the period, this market will resolve to ""No shutdown"".

The resolution source for this market will be the website of the U.S. Office of Personnel Management (https://www.opm.gov/policy-data-oversight/snow-dismissal-procedures/current-status/).","[""Yes"", ""No""]",2025-12-31T00:00:00Z,996813.42,1,Yes,"[1.0, 0.0]",will-the-federal-government-be-shut-down-for-36-or-more-days-in-2025-545
1299759,Will the price of XRP be above $1.30 on February 6?,"This market will resolve to ""Yes"" if the Binance 1 minute candle for XRP/USDT 12:00 in the ET timezone (noon) on the date specified in the title has a final ""Close"" price higher than the price specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the XRP/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/XRP_USDT with ""1m"" and ""Candles"" selected on the top bar.

Please note that this market is about the price according to Binance XRP/USDT, not according to other sources or spot markets.

Price precision is determined by the number of decimal places in the source.","[""Yes"", ""No""]",2026-02-06T17:00:00Z,99678.01,1,Yes,"[1.0, 0.0]",xrp-above-1pt3-on-february-6
1384039,Will Solana dip to $80 February 16-22?,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for Solana (SOL/USDT) during the date range specified in the title (from 12:00 AM ET on the first date to 11:59 PM ET on the last) has a final ""Low"" price equal to or lower than the price specified in the title. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the SOL/USDT ""Low"" prices available at https://www.binance.com/en/trade/SOL_USDT, with the chart settings on ""1m"" candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance SOL/USDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.","[""Yes"", ""No""]",2026-02-23T05:00:00Z,99673.21,1,Yes,"[1.0, 0.0]",will-solana-dip-to-80-february-16-22
590709,Will MicroStrategy purchase Bitcoin September 9-15?,"This market will resolve to “Yes” if MicroStrategy Incorporated announces that they have acquired additional Bitcoin between the dates in the title (from 12:00 AM ET on the first date to 11:59 PM ET on the last). Otherwise, it will resolve to “No”.

The resolution source for this market will be official information from MicroStrategy or Michael Saylor.

For reference, MicroStrategy’s reported BTC holdings can be tracked at: https://www.strategy.com/purchases","[""Yes"", ""No""]",2025-09-16T04:00:00Z,99671.23,1,Yes,"[1.0, 0.0]",will-microstrategy-purchase-bitcoin-september-9-15
847540,Will Borussia Mönchengladbach win on 2025-12-19?,"In the upcoming game, scheduled for December 19, 2025
If Borussia Mönchengladbach wins, this market will resolve to ""Yes"".
Otherwise, this market will resolve to ""No"".
If the game is postponed, this market will remain open until the game has been completed.
If the game is canceled entirely, with no make-up game, this market will resolve ""No"".
This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.","[""Yes"", ""No""]",2025-12-19T19:30:00Z,99668.44,0,No,"[0.0, 1.0]",bun-dor-moe-2025-12-19-moe
680675,"Will the price of Ethereum be above $3,400 on November 20?","This market will resolve to ""Yes"" if the Binance 1 minute candle for ETH/USDT 12:00 in the ET timezone (noon) on the date specified in the title has a final ""Close"" price higher than the price specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the ETH/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/ETH_USDT with ""1m"" and ""Candles"" selected on the top bar.

Please note that this market is about the price according to Binance ETH/USDT, not according to other sources or spot markets.

Price precision is determined by the number of decimal places in the source.","[""Yes"", ""No""]",2025-11-20T17:00:00Z,99666.11,0,No,"[0.0, 1.0]",ethereum-above-3400-on-november-20
696472,"Will Elon Musk post 180-199 tweets from November 25 to December 2, 2025?","This market will resolve according to the number of times Elon Musk (@elonmusk), posts on X from November 25 12:00 PM ET to December 2, 2025 12:00 PM ET.

For the purposes of this market, only main feed posts, quote posts and reposts will count.

Replies will NOT count towards the total - however, replies on the main feed such as https://x.com/elonmusk/status/1786073478711353576 will be counted by the tracker.

Deleted posts will count as long as they remain available long enough to be captured by the tracker (~5 minutes).

Community reposts which are not counted by the tracker not count toward the total.

The resolution source for this market is the 'Post Counter' figure for posts found at https://xtracker.polymarket.com/user/elonmusk. Individual posts can be viewed by clicking ""Export Data"". If the tracker does not update correctly in accordance with the rules, X itself may be used as a secondary resolution source.","[""Yes"", ""No""]",2025-12-02T17:00:00Z,996654.6,0,No,"[0.0, 1.0]",elon-musk-of-tweets-november-25-december-2-180-199
1271954,Will the price of Solana be above $120 on February 2?,"This market will resolve to ""Yes"" if the Binance 1 minute candle for SOL/USDT 12:00 in the ET timezone (noon) on the date specified in the title has a final ""Close"" price higher than the price specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the SOL/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/SOL_USDT with ""1m"" and ""Candles"" selected on the top bar.

Please note that this market is about the price according to Binance SOL/USDT, not according to other sources or spot markets.

Price precision is determined by the number of decimal places in the source.","[""Yes"", ""No""]",2026-02-02T17:00:00Z,99663.16,0,No,"[0.0, 1.0]",solana-above-120-on-february-2
746249,Will Leicester City FC win on 2025-12-26?,"In the upcoming game, scheduled for December 26, 2025
If Leicester City FC wins, this market will resolve to ""Yes"".
Otherwise, this market will resolve to ""No"".
If the game is postponed, this market will remain open until the game has been completed.
If the game is canceled entirely, with no make-up game, this market will resolve ""No"".
This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.","[""Yes"", ""No""]",2025-12-26T15:00:00Z,99662.64,0,No,"[0.0, 1.0]",elc-lei-wat-2025-12-26-lei
552140,XRP Up or Down on June 15?,"This market will resolve to ""Up"" if the ""Close"" price for the Binance 1 minute candle for XRP/USDT 14 Jun '25 12:00 in the ET timezone (noon) is lower than the final ""Close"" price for the 15 Jun '25 12:00 ET candle.

This market will resolve to ""Down"" if the ""Close"" price for the Binance 1 minute candle for XRP/USDT 14 Jun '25 12:00 in the ET timezone (noon) is higher than the final ""Close"" price for the 15 Jun '25 12:00 ET candle.

If the final ""Close"" price for both of these candles is exactly equal on Binance, this market will resolve 50-50.

The resolution source for this market is Binance, specifically the XRP/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/XRP_USDT with ""1m"" and ""Candles"" selected on the top bar.

Please note that this market is about the price according to Binance XRP/USDT, not according to other sources or spot markets.","[""Up"", ""Down""]",2025-06-15T16:00:00Z,99656.82,1,Up,"[1.0, 0.0]",xrp-up-or-down-on-june-15
650621,"Will the price of Bitcoin be above $116,000 on November 2?","This market will resolve to ""Yes"" if the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title has a final ""Close"" price higher than the price specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.

Price precision is determined by the number of decimal places in the source.","[""Yes"", ""No""]",2025-11-02T17:00:00Z,99629.18,0,No,"[0.0, 1.0]",bitcoin-above-116k-on-november-2
545802,Will Richard Carapaz win the Tour de France 2025?,"This market will resolve to ""Yes"" if Richard Carapaz wins the Tour de France 2025. Otherwise, this market will resolve to ""No"".

If the Tour de France 2025 is permanently canceled or has not been completed by October 1, 2025, 11:59 PM, this market will resolve to “Other”.

The primary resolution source for this market will be the Tour de France official website (https://www.letour.fr/en/).","[""Yes"", ""No""]",2025-07-27T12:00:00Z,99627.05,0,No,"[0.0, 1.0]",will-richard-carapaz-win-the-tour-de-france-2025
534990,Will Elon tweet 250 or more times April 4 - 11?,"This market will resolve according to the number of times Elon Musk (@elonmusk), posts on X between April 4, 2025, 12:00 PM ET and April 11, 2025, 12:00 PM ET.

For the purposes of this market, only main feed posts, quote posts and reposts posts will count.

Replies will NOT count towards the total - however, replies on the main feed such as https://x.com/elonmusk/status/1786073478711353576 will be counted by the tracker.

Deleted posts will count as long as they remain available long enough to be captured by the tracker (~5 minutes).

The resolution source for this market is the ‘Post Counter’ figure for posts found at https://www.xtracker.io/. Individual posts can be viewed by clicking ""Export Data"". If the tracker does not update correctly in accordance with the rules, X itself may be used as a secondary resolution source.","[""Yes"", ""No""]",2025-04-11T12:00:00Z,99622.43,0,No,"[0.0, 1.0]",will-elon-tweet-250-or-more-times-april-4-11
544458,Will Kim Moon-soo win less than 20% of the vote in the South Korea election?,"The 2025 South Korean presidential election will be held on June 3 to elect the next President of the Republic of Korea.

This market will resolve according to the popular vote share won by Kim Moon-soo.

If Kim Moon-soo does not participate in the election for any reason this market will resolve to the lowest bracket.

If the reported value falls exactly between two brackets, then this market will resolve to the higher range bracket.

This market will resolve based on the official vote count published by the National Election Commission of South Korea (https://www.nec.go.kr/engvote/main.jsp).","[""Yes"", ""No""]",2025-06-03T12:00:00Z,99619.06,0,No,"[0.0, 1.0]",will-kim-moon-soo-win-less-than-20-of-the-vote-in-the-south-korea-election
1385914,"Will the price of Ethereum be above $1,800 on February 23?","This market will resolve to ""Yes"" if the Binance 1 minute candle for ETH/USDT 12:00 in the ET timezone (noon) on the date specified in the title has a final ""Close"" price higher than the price specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the ETH/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/ETH_USDT with ""1m"" and ""Candles"" selected on the top bar.

Please note that this market is about the price according to Binance ETH/USDT, not according to other sources or spot markets.

Price precision is determined by the number of decimal places in the source.","[""Yes"", ""No""]",2026-02-23T17:00:00Z,99599.34,1,Yes,"[1.0, 0.0]",ethereum-above-1800-on-february-23
788000,"Will the price of Bitcoin be above $82,000 on December 8?","This market will resolve to ""Yes"" if the Binance 1 minute candle for BTC/USDT 12:00 in the ET timezone (noon) on the date specified in the title has a final ""Close"" price higher than the price specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the BTC/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with ""1m"" and ""Candles"" selected on the top bar.

Please note that this market is about the price according to Binance BTC/USDT, not according to other sources or spot markets.

Price precision is determined by the number of decimal places in the source.","[""Yes"", ""No""]",2025-12-08T17:00:00Z,99593.29,1,Yes,"[1.0, 0.0]",bitcoin-above-82k-on-december-8
622926,"Will Bitcoin dip to $110,000 October 6-12?","This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for Bitcoin (BTC/USDT) during the date range specified in the title (from 12:00 AM ET on the first date to 11:59 PM ET on the last) has a final ""Low"" price equal to or lower than the price specified in the title. Otherwise, this market will resolve to ""No.""

The resolution source for this market is Binance, specifically the BTC/USDT ""Low"" prices available at https://www.binance.com/en/trade/BTC_USDT, with the chart settings on ""1m"" candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance BTC/USDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.","[""Yes"", ""No""]",2025-10-13T04:00:00Z,99590.2,1,Yes,"[1.0, 0.0]",will-bitcoin-dip-to-110k-october-6-12
517727,Will the Jaguars draft Malaki Starks?,"This market will resolve to “Yes” if Malaki Starks is taken by the Jacksonville Jaguars with their first selection of the 2025 NFL Draft. Otherwise, this market will resolve to “No”.

The primary resolution source for this market will be official information from the NFL, or announcements from specific NFL teams, however a consensus of credible reporting may also be used.","[""Yes"", ""No""]",2025-04-24T12:00:00Z,99589.82,0,No,"[0.0, 1.0]",will-the-jaguars-draft-malaki-starks
617473,Will Other be the second most valuable company on October 31?,"This market will resolve to the second-largest company in the world by market cap on October 31, 2025, as of market close. 

The resolution source for this market will be a consensus of credible reporting.","[""Yes"", ""No""]",2025-10-31T00:00:00Z,99565.5,0,No,"[0.0, 1.0]",will-other-be-the-second-most-valuable-company-on-october-31-937
533806,Bitcoin Up or Down on April 5?,"This market will resolve to ""Up"" if the ""Close"" price for the Binance 1 minute candle for BTCUSDT 04 Apr '25 12:00 in the ET timezone (noon) is lower than the final ""Close"" price for the 05 Apr '25 12:00 ET candle.
This market will resolve to ""Down"" if the ""Close"" price for the Binance 1 minute candle for BTCUSDT 04 Apr '25 12:00 in the ET timezone (noon) is higher than the final ""Close"" price for the 05 Apr '25 12:00 ET candle.
If the final ""Close"" price for both of these candles is exactly equal on Binance, this market will resolve 50-50.

The resolution source for this market is Binance, specifically the BTCUSDT ""Close"" prices currently available at https://www.binance.com/en/trade/BTC_USDT with “1m” and “Candles” selected on the top bar.

Please note that this market is about the price according to Binance BTCUSDT, not according to other sources or spot markets.","[""Up"", ""Down""]",2025-04-05T12:00:00Z,995384.69,0,Down,"[0.0, 1.0]",bitcoin-up-or-down-on-april-5
694399,Will NVIDIA (NVDA) hit $145 before 2026??,"This market will resolve to ""Yes"" if, at any point between November 21 and December 31 2025, any 1-minute candle for NVIDIA (NVDA) has a final ""Low"" price equal to or below $145. Otherwise, this market will resolve to ""No"".

Only prices achieved during regular trading hours (ET) will be considered.

In the event of a stock split, reverse stock split, or similar corporate action affecting the listed company during the listed time frame, this market will resolve based on split-adjusted prices as displayed on Yahoo Finance.

The target price will be adjusted proportionally to reflect any stock splits. Resolution will be based on the historical price data as shown on Yahoo Finance after any adjustments have been applied.

The resolution source for this market is Yahoo Finance — specifically, the NVIDIA (NVDA) ""Low"" prices available at https://finance.yahoo.com/quote/NVDA/, with the chart settings on ""1m"" for candle intervals.","[""Yes"", ""No""]",2025-12-31T23:59:59Z,99534.94,0,No,"[0.0, 1.0]",will-nvda-hit-145-before-2026-641
570871,Will Solana reach $195 in August?,"This market will immediately resolve to ""Yes"" if any Binance 1 minute candle for Solana (SOL/USDT) during the month specified in the title (from 00:00 AM ET on the first day to 11:59 PM ET on the last), has a final ""High"" price equal to or greater than the price specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the SOL/USDT ""High"" prices available at https://www.binance.com/en/trade/SOL_USDT, with the chart settings on ""1m"" for one-minute candles selected on the top bar.

Please note that the outcome of this market depends solely on the price data from the Binance SOL/USDT trading pair. Prices from other exchanges, different trading pairs, or spot markets will not be considered for the resolution of this market.","[""Yes"", ""No""]",2025-09-01T04:00:00Z,99531.13,1,Yes,"[1.0, 0.0]",will-solana-reach-195-in-august-244-768-974-737
834334,Will the highest temperature in London be 63°F or higher on December 9?,"This market will resolve to the temperature range that contains the highest temperature recorded at the London City Airport Station in degrees Fahrenheit on 9 Dec '25.

The resolution source for this market will be information from Wunderground, specifically the highest temperature recorded for all times on this day by the Forecast for the London City Airport Station once information is finalized, available here: https://www.wunderground.com/history/daily/gb/london/EGLC.

This market can not resolve to ""Yes"" until all data for this date has been finalized.

The resolution source for this market measures temperatures to whole degrees Fahrenheit (eg, 21°F). Thus, this is the level of precision that will be used when resolving the market.

Any revisions to temperatures recorded after data is finalized for this market's timeframe will not be considered for this market's resolution.","[""Yes"", ""No""]",2025-12-09T12:00:00Z,99527.92,0,No,"[0.0, 1.0]",will-the-highest-temperature-in-london-be-63f-or-higher-on-december-9
1383962,Will Paris FC vs. OGC Nice end in a draw?,"In the upcoming game, scheduled for March 1, 2026
If the game ends in a draw, this market will resolve to ""Yes"".
Otherwise, this market will resolve to ""No"".
If the game is postponed, this market will remain open until the game has been completed.
If the game is canceled entirely, with no make-up game, this market will resolve to ""Yes"".
This market refers only to the outcome within the first 90 minutes of regular play plus stoppage time.","[""Yes"", ""No""]",2026-03-01T14:00:00Z,99524.94,0,No,"[0.0, 1.0]",fl1-pfc-ogc-2026-03-01-draw
588616,XRP Up or Down on September 9?,"This market will resolve to ""Up"" if the ""Close"" price for the Binance 1 minute candle for XRP/USDT 8 Sep '25 12:00 in the ET timezone (noon) is lower than the final ""Close"" price for the 9 Sep '25 12:00 ET candle.

This market will resolve to ""Down"" if the ""Close"" price for the Binance 1 minute candle for XRP/USDT 8 Sep '25 12:00 in the ET timezone (noon) is higher than the final ""Close"" price for the 9 Sep '25 12:00 ET candle.

If the final ""Close"" price for both of these candles is exactly equal on Binance, this market will resolve 50-50.

The resolution source for this market is Binance, specifically the XRP/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/XRP_USDT with ""1m"" and ""Candles"" selected on the top bar.

Please note that this market is about the price according to Binance XRP/USDT, not according to other sources or spot markets.","[""Up"", ""Down""]",2025-09-09T16:00:00Z,99520.07,0,Down,"[0.0, 1.0]",xrp-up-or-down-on-september-9
675504,Will NVIDIA (NVDA) beat quarterly earnings?,"As of market creation, NVIDIA is estimated to release earnings on November 19, 2025. The Street consensus estimate for NVIDIA’s non-GAAP EPS for the relevant quarter is $1.25 as of market creation. This market will resolve to ""Yes"" if NVIDIA reports non-GAAP EPS greater than $1.25 for the relevant quarter in its next quarterly earnings release. Otherwise, it will resolve to ""No."" The resolution source will be the non-GAAP EPS listed in the company’s official earnings documents. 

If NVIDIA releases earnings without non-GAAP EPS, then the market will resolve according to the non-GAAP EPS figure reported by SeekingAlpha. If no such figure is published within 96h of market close (4:00:00pm ET) on the day earnings are announced, the market will resolve according to the GAAP EPS listed in the company’s official earnings documents; or, if not published there, according to the GAAP EPS provided by SeekingAlpha. If no GAAP EPS number is available from either source at that time, the market will resolve to “No.” (For the purposes of this market, GAAP EPS refers to diluted GAAP EPS, unless it is not published, in which case it refers to basic GAAP EPS.)

If the company does not release earnings within 45 calendar days of the estimated earnings date, this market will resolve to “No.” 

Note: Subsequent restatements, corrections, or revisions made to the initially announced non-GAAP EPS figure will not qualify for resolution, except in the case of obvious and immediate mistakes (e.g., fat finger errors, as with Lyft's (LYFT) earnings release in February 2024).
Note: The strike prices used in these markets are derived from SeekingAlpha estimates, and reflect the consensus of sell-side analyst estimates for non-GAAP EPS.
Note: All figures will be rounded to the nearest cent using standard rounding.
Note: For the purposes of this market, IFRS EPS will be treated as GAAP EPS.
Note: If multiple versions of non-GAAP EPS are published, the market will resolve according to the primary ","[""Yes"", ""No""]",2025-11-19T22:00:00Z,995129.93,1,Yes,"[1.0, 0.0]",nvda-quarterly-earnings-nongaap-eps-11-19-2025-1pt25
1363356,"Will the price of Ethereum be above $2,200 on February 17?","This market will resolve to ""Yes"" if the Binance 1 minute candle for ETH/USDT 12:00 in the ET timezone (noon) on the date specified in the title has a final ""Close"" price higher than the price specified in the title. Otherwise, this market will resolve to ""No"".

The resolution source for this market is Binance, specifically the ETH/USDT ""Close"" prices currently available at https://www.binance.com/en/trade/ETH_USDT with ""1m"" and ""Candles"" selected on the top bar.

Please note that this market is about the price according to Binance ETH/USDT, not according to other sources or spot markets.

Price precision is determined by the number of decimal places in the source.","[""Yes"", ""No""]",2026-02-17T17:00:00Z,99511.79,0,No,"[0.0, 1.0]",ethereum-above-2200-on-february-17
